shell,test_distance,difference
PFPA087_305MM_45_1910_AP_TOULON,20000,4.598001153097786
PAPA993_457MM_AP_UTAH,10000,4.593712002042705
PAPA123_457MM_AP_18_47_B1,10000,4.593712002042705
PAPA991_457MM_AP_CONNECTICUT,10000,4.593712002042705
PRPA109_220MM_AP_B43,20000,4.584933149445081
PFPA078_305MM_AP_CARNOT,30000,4.579801111069881
PFPA083_305MM_AP_1931,30000,4.579801111069881
PRPA076_406MM_AP_MOD1914,20000,4.577094122752512
PGPA045_305MM_AP_PZ_GR_L4_9,25000,4.567254659329079
PGPA036_380MM_AP_PZ_GR_L3_5,25000,4.561994303830685
PGPA125_150MM_AP_WH_BLACKTEMPLAR,0,-4.5587960241034065
PGPA089_150MM_AP_MAINZ,0,-4.5587960241034065
PWPA023_120MM_AP_ORKAN,5000,4.55768976230837
PBPA068_120MM_SAP_62LBS,5000,4.55768976230837
PGPA114_150MM_AP_WEIMAR,0,-4.555169364279932
PGPA020_150MM_AP_PSGR_L3_7_C25,0,-4.555169364279932
PGPA141_150MM_AP_LEIPZIG,0,-4.555169364279932
PRPA067_150MM_AP_MAKAROV,0,-4.555169364279932
PFPA070_127MM_AP_MARCEAU,5000,4.548093721870794
PJPA048_200mm_AP_APC_Type_5,15000,4.514775148180128
PGPA129_420MM_AP_KURFURST,25000,4.511910962927224
PXPA027_420MM_AP_APC_L_4_6,25000,4.511910962927224
PGPA052_420MM_AP_APC_L_4_6,25000,4.511910962927224
PIPA029_152MM_53_AP_1926,10000,4.50532504204868
PVPA022_152MM_53_AP_1926,10000,4.50532504204868
PJPA118_510MM_AP_SATSUMA,10000,4.505081390355015
PJPA100_510MM_AP_SHIKISHIMA,10000,4.505081390355015
PGPA122_350MM_AP_SK_C14,25000,4.4983892224469635
PGPA082_350MM_AP_PEFRIEDRICH,25000,4.4983892224469635
PFPA052_380MM_BOURGOGNE_AP,30000,4.490914523370204
PFPA046_380MM_AP_GASCOGNE,30000,4.490914523370204
PFPA036_380MM_45_1935_AP,30000,4.490914523370204
PZPA034_380MM_AP_WUIJING,30000,4.490914523370204
PFPA049_380MM_AP_JBART,30000,4.490914523370204
PFPA075_380MM_AP_FLANDRE,30000,4.490914523370204
PRPA202_152MM_AP_POZHARSKY,15000,4.487191277483271
PIPA012_381MM_50_AP_ROMA,30000,4.483100480628743
PIPA045_381MM_50_AP,30000,4.483100480628743
PFPA086_330MM_AP_M1935,30000,4.4796463207942505
PFPA074_330MM_AP_STRASBOURG,30000,4.4796463207942505
PFPA001_330MM_AP_D,30000,4.4796463207942505
PVPA030_152MM_AP_100LBS,0,-4.47830418381997
PSPA010_152MM_AP_100LBS,0,-4.47830418381997
PRPA149_254MM_55_AP_T11,25000,4.47531902454843
PAPA055_305mm_AP_AP_870lbs,30000,4.460416835080627
PAPA054_Shell_305mm_AP_AP_Mk15,30000,4.460416835080627
PRPA052_AP_OLEG,0,-4.456517445285735
PRPA042_152_AP_C,0,-4.456517445285735
PRPA001_Shell_152mm_AP_AP_91lbs,0,-4.456517445285735
PRPA084_152_AP_VARYAG,0,-4.456517445285735
PHPA005_283MM_AP_PZ_GR,30000,4.455194696862819
PGPA054_283MM_AP_SCHARNHORST,30000,4.4551946968627965
PJPA005_Shell_410mm_AP_APC_Type_91,30000,4.432423133106589
PJPA071_410MM_AP_ASHITAKA,30000,4.432423133106589
PJPA104_410MM_AP_ASAMA,30000,4.432423133106589
PJPA080_Shell_410mm_AP_KII,30000,4.432423133106589
PAPA115_457MM_AP_OHIO_SH,10000,4.4127984017709565
PAPA105_457MM_AP_GEORGIA_SH,10000,4.4127984017709565
PRPA123_220MM_AP_B44,15000,4.4098738249859215
PRPA901_220MM_AP_PETROZ,15000,4.4098738249859215
PRPA117_180_AP_B_32_S_MIKOYAN,10000,4.4076096352518634
PJPA129_150MM_60_AP_CL,15000,4.404399679992488
PHPA017_120MM_40_AP_KRUPP,0,-4.389389320774684
PAPA025_Shell_305mm_AP_AP,15000,4.373000568974339
PGPA143_105MM_AP_Z_42,0,-4.368288101333984
PXPA025_128MM_AP_C41,10000,4.358722332235088
PGPA071_128MM_AP_C41,10000,4.358722332235088
PBPA002_381mm_AP_APC_MarkXXIIb,15000,4.357670096388233
PAPA055_305mm_AP_AP_870lbs,25000,4.350181567272515
PAPA054_Shell_305mm_AP_AP_Mk15,25000,4.350181567272493
PBPA066_102MM_AP_38LBS,5000,4.348082066116432
PJPA110_356MM_AP_ISE,20000,4.3463272918726314
PJPA616_356MM_AP_ISE,20000,4.3463272918726314
PJPA112_356MM_AP_HYUGA,20000,4.3463272918726314
PJPA626_356MM_AP_ISE,20000,4.3463272918726314
PJPA115_AP_HIEI,20000,4.3463272918726314
PJPA001_Shell_356mm_AP_APC_Type_91,20000,4.3463272918726314
PFPA034_340MM_45_1912_AP,15000,4.344980692462319
PBPA129_406MM_MIV_AP_BC,30000,4.343821266059011
PBPA044_406MM_MIV_AP,30000,4.343821266059011
PXPA087_MONTANA_H2019_AP,10000,4.335933668877434
PAPA072_406MM_AP_MISSOURI,10000,4.335933668877434
PAPA103_406_AP_TST_MONTANA,10000,4.335933668877434
PAPA014_Shell_406mm_AP_AP_Mk_8,10000,4.335933668877434
PRPA036_220_AP_B_23,20000,4.3312989254975065
PBPA053_381MM_AP_MKXXIIB_C,15000,4.327691225789287
PBPA103_381MM_AP_REPULSE,15000,4.327691225789287
PBPA024_381MM_AP_HOOD,15000,4.327691225789287
PBPA133_381MM_AP_RENOWN,15000,4.324883306159899
PBPA119_381MM_AP_MKXXIIB_BC,15000,4.324883306159899
PRPA140_130MM_AP_PB_42_SM21_T11,10000,4.31635634922376
PRPA102_130MM_AP_SMOLENSK,10000,4.31635634922376
PZPA042_130MM_AP_DALIAN,10000,4.31635634922376
PRPA190_130MM_AP_PB_42_R10,10000,4.31635634922376
PRPA092_130MM_AP_NEUSTR,10000,4.31635634922376
PRPA194_130MM_AP_PB_42,10000,4.31635634922376
PRPA057_130MM_AP_PB_42_SM21,10000,4.31635634922376
PZPA063_130MM_AP_LUSHUN,10000,4.31635634922376
PRPA086_305MM_AP_KRON,30000,4.312748729417004
PRPA082_305MM_AP_STALINGRAD,25000,4.307756438388766
PRPA188_305MM_AP_STALINGRAD_2,25000,4.307756438388766
PRPA119_180_AP_BAGRATION,10000,4.290443889470308
PJPA069_410MM_AP_MUTSU,20000,4.287094015205817
PJPA094_127MM_AP_YUDACHI,10000,4.2755492815520935
PJPA011_Shell_127mm_AP_Type_0,10000,4.2755492815520935
PJPA127_127MM_AP_TOKACHI,10000,4.2755492815520935
PJPA083_127_AP_ASASHIO,10000,4.2755492815520935
PJPA120_127MM_AP_T11,10000,4.2755492815520935
PJPA097_127MM_AP_HAYATE,10000,4.2755492815520935
PJPA075_127mm_50_AP_HAREKAZE,10000,4.2755492815520935
PJPA016_127MM_AP_YUKIKAZE,10000,4.2755492815520935
PAPA066_SHELL_356MM_AP_MK_16_TEXAS,20000,4.275484909855143
PAPA035_Shell_356mm_AP_AP_Mk_16,20000,4.275484909855143
PAPA062_SHELL_356MM_AP_MK_16_ARIZONA,20000,4.275484909855143
PVPA008_305MM_MX_AP_JANEIRO,15000,4.274250987358896
PBPA115_305MM_MX_AP_BC,15000,4.274250987358896
PBPA028_305MM_MX_AP,15000,4.274250987358896
PBPA075_305MM_AP_DREAD,15000,4.274250987358896
PBPA098_305MM_AP_AGINCOURT,15000,4.274250987358896
PGPA075_283MM_AP_GRAF,0,-4.273402644456537
PGPA145_283MM_AP_SCHILL,0,-4.273402644456537
PHPA004_240MM_55_AP,20000,4.270538964025761
PFPA042_340MM_45_1930_AP,20000,4.2703749570478955
PRPA104_356MM_AP_1938_POLTAVA,20000,4.26775077485726
PAPA125_356MM_AP_FLORIDA,0,-4.266982092275951
PAPA203_203MM_AP_MK_21_T11,5000,4.265946943729104
PAPA205_203MM_AP_ILLINOIS,5000,4.265946943729104
PAPA143_203MM_AP_TULSA,5000,4.265946943729104
PXPA023_Shell_203mm_AP_AP_Mk_21,5000,4.265946943729104
PAPA139_203MM_AP_ROCHESTER,5000,4.265946943729104
PAPA012_Shell_203mm_AP_AP_Mk_21,5000,4.265946943729104
PBPA993_457MM_AP_LAWRENCE,30000,4.262552323460933
PIPA076_457MM_AP_LAURIA,30000,4.262552323460933
PBPA125_457MM_MII_AP_BC,30000,4.262552323460933
PBPA082_457MM_MII_TEST,30000,4.262552323460933
PRPA094_406MM_AP_LENIN,15000,4.26185797781351
PRPA128_406MM_AP_V_I_LENIN,15000,4.26185797781351
PXPA062_203MM_50_1924_AP,10000,4.256071040215592
PFPA019_203MM_50_1924_AP,10000,4.256071040215592
PFPA092_203MM_AP_DUPLEIX,10000,4.256071040215592
PBPA106_508MM_AP_INCOMPARABLE,20000,4.253711449836839
PIPA030_203MM_55_1924_AP,20000,4.252684884400382
PGPA109_150MM_AP_PSGR_L3_7_C25_AUSF_C,15000,4.251038753384528
PJPA005_Shell_410mm_AP_APC_Type_91,25000,4.245141039087086
PJPA104_410MM_AP_ASAMA,25000,4.245141039087086
PJPA071_410MM_AP_ASHITAKA,25000,4.245141039087086
PJPA080_Shell_410mm_AP_KII,25000,4.245141039087086
PRPA073_356MM_AP_1911,15000,4.241101085534105
PUPA019_152MM_AP_BRISBANE,5000,4.24040337557221
PFPA032_305MM_45_1910_AP,10000,4.238889186743933
PGPA090_305MM_AP_L3_8_ODIN,30000,4.23542356504687
PGPA133_305MM_AP_L3_8_MECK,30000,4.23542356504687
PGPA102_305MM_AP_L3_8_BRAND,30000,4.23542356504687
PWPA043_152MM_53_AP_ELLI,0,-4.2275573527919
PIPA004_152MM_53_AP_EARLY_DUCA,0,-4.2275573527919
PWPA015_100MM_AP_50_K11,0,-4.225400942294066
PAPA128_Shell_406mm_AP_AP_Mk_8_Mod1,15000,4.205246832652465
PIPA055_254MM_AP_NAPOLI,30000,4.198628776943547
PIPA049_305MM_46_1909_AP,20000,4.191638963916788
PBPA013_152MM_AP_4CRH_SC,10000,4.177180832546945
PXPA037_406MM_AP_PZ_GR_L4_4,30000,4.1755658825724185
PGPA131_406MM_AP_KURFURST,30000,4.1755658825724185
PGPA038_406MM_AP_PZ_GR_L4_4,30000,4.1755658825724185
PXPA048_Shell_155mm_AP_APC_Type_91,10000,4.175408057521102
PJPA025_Shell_155mm_AP_APC_Type_91,10000,4.175408057521102
PJPA133_155MM_50_AP_CL,10000,4.175408057521102
PFPA083_305MM_AP_1931,25000,4.1730853491174
PFPA078_305MM_AP_CARNOT,25000,4.1730853491174
PGPA075_283MM_AP_GRAF,30000,4.169889642114666
PGPA145_283MM_AP_SCHILL,30000,4.169889642114666
PWPA009_120MM_AP_45_M24,0,-4.1594517027719435
PGPA106_128MM_AP_ZF6,10000,4.15621125949035
PJPA033_Shell_305mm_AP_APC_41_year_Type,15000,4.141826607996335
PSPA013_234MM_AP_6CRH,30000,4.14101699195879
PHPA005_283MM_AP_PZ_GR,25000,4.135480268996683
PGPA054_283MM_AP_SCHARNHORST,25000,4.135480268996661
PGPA075_283MM_AP_GRAF,25000,4.130861634546523
PGPA145_283MM_AP_SCHILL,25000,4.130861634546523
PIPA035_203MM_53_1927_AP,15000,4.116816600737727
PSPA015_203MM_53_1927_AP,15000,4.116816600737727
PIPA039_203MM_53_AP_GORIZIA,15000,4.116816600737727
PRPA098_406MM_AP_MOD1914BIS,20000,4.115256787417643
PZPA034_380MM_AP_WUIJING,25000,4.112920345705917
PFPA052_380MM_BOURGOGNE_AP,25000,4.112920345705917
PFPA049_380MM_AP_JBART,25000,4.112920345705917
PFPA046_380MM_AP_GASCOGNE,25000,4.112920345705917
PFPA036_380MM_45_1935_AP,25000,4.112920345705917
PFPA075_380MM_AP_FLANDRE,25000,4.112920345705917
PHPA015_152MM_AP_DE_ZEVEN,0,-4.11187964852483
PWPA025_152MM_AP_RAGNAR,0,-4.11187964852483
PVPA036_152MM_AP_GRAU,0,-4.11187964852483
PHPA013_152MM_AP_BOFORS,0,-4.11187964852483
PBPA044_406MM_MIV_AP,25000,4.11136438202413
PBPA129_406MM_MIV_AP_BC,25000,4.11136438202413
PBPA072_381MM_AP_VANGUARD,20000,4.10611177165221
PVPA014_381MM_AP_ATLANTICO,20000,4.10611177165221
PJPA124_410MM_AP_IWAMI,30000,4.09624693680255
PJPA108_410MM_AP_HIZEN,30000,4.09624693680255
PGPA100_150MM_AP_L3_8_MUNCHEN,10000,4.070609584868712
PIPA045_381MM_50_AP,25000,4.0692754998189695
PIPA012_381MM_50_AP_ROMA,25000,4.0692754998189695
PXPA051_Shell_406mm_AP_AP_Mk_8,5000,4.0593262993752655
PAPA141_406MM_AP_KEARSARGE,5000,4.0593262993752655
PAPA076_406MM_AP_ALABAMA,5000,4.0593262993752655
PAPA011_Shell_406mm_AP_AP_Mk_8,5000,4.0593262993752655
PAPA080_406MM_AP_MASS,5000,4.0593262993752655
PAPA074_406MM_AP_ALABAMA,5000,4.0593262993752655
PAPA133_406MM_AP_ALABAMA_VL,5000,4.0593262993752655
PFPA001_330MM_AP_D,25000,4.057094929073735
PFPA086_330MM_AP_M1935,25000,4.057094929073735
PFPA074_330MM_AP_STRASBOURG,25000,4.057094929073735
PRPA115_152MM_B35_OCHAKOV,10000,4.05621769213842
PRPA021_152MM_B35_KUTUZOV,10000,4.05621769213842
PZPA023_152MM_B35_IRIAN,10000,4.05621769213842
PRPA035_152MM_B35,10000,4.05621769213842
PRPA089_152MM_AP_LAZO,10000,4.05621769213842
PZPA022_152MM_HUANGHE_AP,10000,4.05621769213842
PGPA036_380MM_AP_PZ_GR_L3_5,20000,4.048653494887833
PBPA113_152MM_AP_MK5_T11,5000,4.04550949179312
PBPA099_152MM_AP_TIGER59,5000,4.04550949179312
PXPA017_152MM_AP_MK5,5000,4.04550949179312
PBPA017_152MM_AP_MK5,5000,4.04550949179312
PUPA014_381MM_AP_YUKON,20000,4.045318260053543
PBPA054_381MM_AP_MKII,20000,4.045318260053543
PAPA097_406MM_AP_WVIRGINIA,20000,4.04512360091096
PAPA135_406MM_AP_CONSTELLATION,20000,4.04512360091096
PAPA059_Shell_406mm_AP_AP_Mk_5,20000,4.04512360091096
PFPA023_240MM_55_AP,15000,4.042901718061853
PFPA081_240MM_55_AP_T11,15000,4.042901718061853
PIPA009_152MM_55_AP_ABRUZZI,10000,4.042078310012132
PGPA122_350MM_AP_SK_C14,20000,4.033805213869157
PGPA082_350MM_AP_PEFRIEDRICH,20000,4.033805213869157
PJPA092_310MM_AP_AZUMAYA,30000,4.0322176959785905
PJPA088_310MM_AP_AZUMAYA,30000,4.0322176959785905
PRPA079_406MM_AP_MOD1937,30000,4.020141728777782
PBPA981_406MM_AP_T10,30000,4.020141728777782
PRPA127_406MM_AP_KIM,30000,4.020141728777782
PRPA106_406MM_AP_BORODINO,30000,4.020141728777782
PGPA061_305MM_AP_KA,15000,4.0198089504825285
PGPA139_305MM_AP_A_SCHRODER,15000,4.0198089504825285
PGPA032_305MM_AP_PZ_GR_L3_4,15000,4.0198089504825285
PIPA076_457MM_AP_LAURIA,25000,4.016923870193567
PBPA993_457MM_AP_LAWRENCE,25000,4.016923870193567
PBPA125_457MM_MII_AP_BC,25000,4.016923870193567
PBPA082_457MM_MII_TEST,25000,4.016923870193567
PZPA056_457MM_AP,5000,-4.0160208808468045
PBPA043_356MM_MVII_MVIIB_AP,15000,4.013876035687058
PBPA110_356MM_AP_MARLB,15000,4.013876035687058
PBPA059_356MM_AP_DUKE,15000,4.013876035687058
PBPA130_203MM_AP_HAMPSHIRE,15000,4.012571002683085
PAPA061_SHELL_152MM_AP_SC_MK_27_MOD_5,0,-4.0056900646965214
PZPA061_127MM_AP_T11,0,-4.001660888861213
PAPA158_127MM_AP_HALFORD,0,-4.001660888861213
PAPA078_127MM_AP_KIDD,0,-4.001660888861213
PWPA029_127MM_AP_VELOS,0,-4.001660888861213
PAPA004_Shell_127mm_AP_SC_Mk_38,0,-4.001660888861213
PAPA086_127MM_AP_MONAGHAN,0,-4.001660888861213
PZPA053_127MM_AP_SC_MK_38,0,-4.001660888861213
PAPA109_127MM_AP_BENHAM,0,-4.001660888861213
PAPA110_127MM_AP_HILL,0,-4.001660888861213
PAPA113_127mm_AP_SOMERS,0,-4.001660888861213
PAPA070_127MM_AP_BLACK,0,-4.001660888861213
PXPA064_Shell_127mm_AP_SC_Mk_38,0,-4.001660888861213
PZPA008_127_AP_MK_38,0,-4.001660888861213
PZPA004_127_AP_LO_YANG,0,-4.001660888861213
PAPA068_127MM_AP_FLINT,0,-4.001660888861213
PSPA006_254MM_AP_IT,0,-3.9879422916335505
PBPA031_343MM_MV_IIA_AP,15000,3.9871160653142113
PBPA117_343MM_MV_AP_BC,15000,3.9871160653142113
PIPA055_254MM_AP_NAPOLI,0,-3.9865784191255194
PGPA120_150MM_AP_SCHONBERG,10000,3.9794028841684037
PGPA079_150MM_AP_Z39,10000,3.9794028841684037
PGPA067_150MM_AP_PSGR_L4_5,10000,3.9794028841684037
PRPA006_Shell_152mm_AP_SC_Mk_27_Mod_2,0,-3.977775437983233
PXPA041_431MM_50_1939_AP,20000,3.9737762092755924
PFPA038_431MM_50_1939_AP,20000,3.9737762092755924
PXPA089_REPUBLIQ_H2019_AP,20000,3.9737762092755924
PFPA090_431MM_50_1939_AP_T11,20000,3.9737762092755924
PFPA021_203MM_55_1931_AP,10000,3.973157401665528
PZPA030_203MM_AP_MARTEL_CN,10000,3.973157401665528
PBPA011_152MM_AP_4CRH,0,-3.965129650906185
PVPA026_152MM_AP_4CRH,0,-3.965129650906185
PJPA999_Useless_AP_Special,5000,-3.9632009407729707
PVPA020_152MM_AP_6CRH_MK4,10000,3.962741766448108
PBPA127_419MM_AP_COLLINGWOOD,30000,3.9540898123030743
PBPA123_419MM_MII_AP_BC,30000,3.9540898123030743
PBPA051_419MM_MII_AP,30000,3.9540898123030743
PBPA139_419MM_MII_AP_T11,30000,3.9540898123030743
PRPA065_130MM_AP_KHABAROVSK,10000,3.9536728825483314
PRPA011_130MM_AP_PB_46_B2U,10000,3.9536728825483314
PAPA119_356MM_AP_MK16_CALIFORNIA,20000,3.924563144552673
PAPA006_Shell_356mm_AP_AP_Mk_16,20000,3.924563144552673
PJPA086_152MM_AP_YAHAGI,0,-3.9240536705338003
PJPA135_152MM_AP_CL,0,-3.9240536705338003
PAPA050_152mm_AP_130lbs_Mk35,5000,3.913950476979
PGPA102_305MM_AP_L3_8_BRAND,25000,3.913027231181543
PGPA090_305MM_AP_L3_8_ODIN,25000,3.913027231181543
PGPA133_305MM_AP_L3_8_MECK,25000,3.913027231181543
PAPA099_152MM_AP_MONTPELIER,5000,3.9096412540783554
PAPA090_152MM_AP_BOISE,5000,3.9096412540783554
PAPA019_Shell_152mm_AP_AP_Mk_35,5000,3.9096412540783554
PVPA002_152MM_AP_NUEVE,5000,3.9096412540783554
PXPA084_HINDEN_H2019_AP,0,-3.9074222643863843
PUPA006_102MM_SAP_VAMPIRE,5000,3.9067643331915924
PGPA129_420MM_AP_KURFURST,20000,3.896134513239491
PXPA027_420MM_AP_APC_L_4_6,20000,3.896134513239491
PGPA052_420MM_AP_APC_L_4_6,20000,3.896134513239491
PAPA127_356MM_AP_OKLAHOMA,25000,3.891547696981501
PSPA002_203MM_AP_CANARIAS,5000,-3.8873459888782547
PSPA013_234MM_AP_6CRH,25000,3.8836647755076337
PBPA121_381MM_AP_MKII_BC,30000,3.881085697112896
PIPA037_203MM_50_AP_GENOVA,10000,3.880368267508727
PIPA034_203MM_50_1924_AP,10000,3.880368267508727
PFPA006_165MM_45_1893_AP,0,-3.8739346153502607
PIPA055_254MM_AP_NAPOLI,25000,3.8651525611516524
PGPA137_350MM_AP_ANHALT,5000,-3.8615659852026196
PXPA037_406MM_AP_PZ_GR_L4_4,25000,3.8606256323493904
PGPA038_406MM_AP_PZ_GR_L4_4,25000,3.8606256323493904
PGPA131_406MM_AP_KURFURST,25000,3.8606256323493904
PZPA046_133MM_MI_AP,5000,3.8598520173370066
PGPA108_150MM_AP_PSGR_L3_7_C25_AUSF_B,25000,3.8451086305765214
PWPA004_305MM_AP_VIRIBUS,10000,3.843529167513138
PGPA041_406MM_AP_PZ_GR_L4_4_AUSF_B,0,-3.8395990713768424
PHPA011_203MM_AP_PZ_SPR_GGR_L4_4,15000,3.822388784188857
PXPA069_203MM_AP_PZ_SPR_GGR_L4_4,15000,3.822388784188857
PHPA024_203MM_AP_SPEIJK,15000,3.822388784188857
PGPA023_203MM_AP_PZ_SPR_GGR_L4_4,15000,3.822388784188857
PGPA063_203MM_AP_P_O,15000,3.822388784188857
PXPA081_HENRI_H2019_AP,20000,3.8145484490816894
PRPA086_305MM_AP_KRON,25000,3.8132374932337676
PGPA045_305MM_AP_PZ_GR_L4_9,20000,3.8043791789440284
PGPA135_210MM_AP_T11,15000,3.7994548272192175
PJPA124_410MM_AP_IWAMI,25000,3.790238421976655
PJPA108_410MM_AP_HIZEN,25000,3.790238421976655
PJPA118_510MM_AP_SATSUMA,5000,3.7755424989086572
PJPA100_510MM_AP_SHIKISHIMA,5000,3.7755424989086572
PRPA097_406MM_AP_B37,0,-3.7680992014243575
PGPA116_483MM_AP_HANNOVER,30000,3.7551468001856936
PBPA033_343MM_MV_IA_AP,10000,3.741791984563103
PWPA011_100MM_AP_47_OTO1931,0,-3.7315011911939977
PJPA030_Shell_305mm_AP_APC_41_year_Type,15000,3.731124087244808
PBPA039_406MM_MI_IB_AP,25000,3.730309913592045
PRPA149_254MM_55_AP_T11,20000,3.7193771421365263
PBPA139_419MM_MII_AP_T11,25000,3.715888638873399
PBPA123_419MM_MII_AP_BC,25000,3.715888638873399
PBPA051_419MM_MII_AP,25000,3.715888638873399
PBPA127_419MM_AP_COLLINGWOOD,25000,3.715888638873399
PWPA046_150MM_AP_JAGER,0,-3.702833497463598
PIPA024_120MM_50_1909_AP,0,-3.6872124376013504
PAPA154_127MM_AP_JOSHUA,5000,3.6819850442701085
PJPA088_310MM_AP_AZUMAYA,25000,3.679495875918448
PJPA092_310MM_AP_AZUMAYA,25000,3.679495875918448
PSPA006_254MM_AP_IT,30000,3.6769549676610502
PRPA113_180MM_AP_CM_48,15000,3.6599660103855403
PGPA112_150MM_AP_PSGR_L4_5_AUSF_B,10000,3.6574810446481587
PJPA102_150MM_55_AP_C28_HAREKAZE_2,0,-3.652454419732043
PGPA100_150MM_AP_L3_8_MUNCHEN,0,-3.6491748779043043
PJPA050_305mm_AP_APC_Mark_VI,10000,3.6438953645363314
PJPA043_Shell_152mm_AP_C_Type_4,0,-3.630278856313096
PBPA044_406MM_MIV_AP,20000,3.627567312071567
PBPA129_406MM_MIV_AP_BC,20000,3.627567312071567
PBPA981_406MM_AP_T10,25000,3.6274535168641764
PRPA106_406MM_AP_BORODINO,25000,3.6274535168641764
PRPA127_406MM_AP_KIM,25000,3.6274535168641764
PRPA079_406MM_AP_MOD1937,25000,3.6274535168641764
PAPA129_Shell_406mm_AP_AP_Mk_5_Mod1,25000,3.6241511563596784
PIPA052_406MM_1940_AP_M_POLO,30000,3.6190319103364343
PGPA093_305MM_AP_L3_8_AEGIR,30000,3.612905802405031
PRPA076_406MM_AP_MOD1914,15000,3.6080786213738225
PRPA041_120_AP_P_1905,5000,3.594553917123533
PFPA004_138MM_40_1923_AP,5000,3.5876281609438454
PFPA030_138MM_AP_AIGLE,5000,3.5876281609438454
PHPA022_150MM_AP_TROMP,0,-3.5802865602365674
PHPA009_150MM_AP_BOFORS,0,-3.5802865602365674
PJPA035_Shell_356mm_AP_AP_Type_5,15000,3.576500911256031
PJPA071_410MM_AP_ASHITAKA,20000,3.5711652912029157
PJPA080_Shell_410mm_AP_KII,20000,3.5711652912029157
PJPA005_Shell_410mm_AP_APC_Type_91,20000,3.5711652912029157
PJPA104_410MM_AP_ASAMA,20000,3.5711652912029157
PJPA017_Shell_460mm_AP_APC_Type_91,30000,3.564843307706278
PXPA091_YAMATO_H2019_AP,30000,3.564843307706278
PGPA056_283MM_AP_PZ_GR_L3_2,0,-3.5646291375245776
PXPA002_283MM_AP_HYDE,0,-3.5646291375245776
PAPA054_Shell_305mm_AP_AP_Mk15,20000,3.561072708283586
PAPA055_305mm_AP_AP_870lbs,20000,3.5610727082835636
PBPA121_381MM_AP_MKII_BC,25000,3.560003543353707
PBPA090_190MM_AP_200LBS,0,-3.5500867714203244
PWPA021_120_AP_50_M36,0,-3.5276356045428336
PWPA002_120_AP_BLYSKAWICA,0,-3.5276356045428336
PJPA920_Shell_203mm_AP_AP_Type_91,10000,3.5274757953064118
PJPA122_203MM_AP_MAYA2,10000,3.5274757953064118
PJPA008_Shell_203mm_AP_AP_Type_91,10000,3.5274757953064118
PJPA922_Shell_203mm_AP_AP_Type_91,10000,3.5274757953064118
PJPA918_Shell_203mm_AP_AP_Type_91,10000,3.5274757953064118
PFPA028_130MM_40_1919_AP,5000,3.5090028023459396
PFPA057_130MM_AP_SIROCCO,5000,3.5090028023459396
PAPA123_457MM_AP_18_47_B1,5000,3.5068356611527296
PAPA993_457MM_AP_UTAH,5000,3.5068356611527296
PAPA991_457MM_AP_CONNECTICUT,5000,3.5068356611527296
PFPA059_139MM_55_1924_AP,10000,3.498702568175971
PFPA055_AP_TST_TERRIBLE,10000,3.498702568175971
PFPA051_139MM_AP_TERRIBLE_1924,10000,3.498702568175971
PGPA001_380mm_AP_APC_L_4_4,30000,3.4811780270254555
PGPA087_380MM_AP_SIEGFRIED,30000,3.4811780270254555
PGPA048_380MM_AP_APC_L_4_4_B,30000,3.4811780270254555
PGPA098_380MM_AP_L_4_4_B_POMMERN,30000,3.4811780270254555
PBPA082_457MM_MII_TEST,20000,3.476895884285769
PIPA076_457MM_AP_LAURIA,20000,3.476895884285769
PBPA993_457MM_AP_LAWRENCE,20000,3.476895884285769
PBPA125_457MM_MII_AP_BC,20000,3.476895884285769
PJPA030_Shell_305mm_AP_APC_41_year_Type,0,-3.4482418876443988
PGPA127_457MM_AP_PREUSSEN,30000,3.446191623571626
PBPA101_127MM_AP_DRUID,5000,-3.4457639308704047
PIPA016_120MM_AP_LEONE,0,-3.440902348616026
PFPA049_380MM_AP_JBART,20000,3.437216969023571
PFPA052_380MM_BOURGOGNE_AP,20000,3.437216969023571
PZPA034_380MM_AP_WUIJING,20000,3.437216969023571
PFPA075_380MM_AP_FLANDRE,20000,3.437216969023571
PFPA036_380MM_45_1935_AP,20000,3.437216969023571
PFPA046_380MM_AP_GASCOGNE,20000,3.437216969023571
PAPA088_305MM_AP_ALASKA_MK18M1,5000,3.4365150266757016
PAPA137_305MM_AP_CONGRESS,5000,3.4365150266757016
PAPA117_305MM_AP_P_RICO_MK18M1,5000,3.4365150266757016
PBPA090_190MM_AP_200LBS,10000,3.4290213631767985
PAPA105_457MM_AP_GEORGIA_SH,5000,3.42341892757958
PAPA115_457MM_AP_OHIO_SH,5000,3.42341892757958
PGPA108_150MM_AP_PSGR_L3_7_C25_AUSF_B,5000,-3.418192803614961
PXPA078_305MM_AP_ALASKA_H2019,10000,-3.416912311162401
PGPA116_483MM_AP_HANNOVER,25000,3.4143308947752304
PBPA101_127MM_AP_DRUID,15000,3.4080654500290297
PBPA106_508MM_AP_INCOMPARABLE,15000,3.3987978316613487
PRPA188_305MM_AP_STALINGRAD_2,20000,3.3985136692829654
PRPA082_305MM_AP_STALINGRAD,20000,3.3985136692829654
PFPA078_305MM_AP_CARNOT,20000,3.3900029280078403
PFPA083_305MM_AP_1931,20000,3.3900029280078403
PFPA072_406MM_AP_CHAMPAGNE,0,-3.3882855861813943
PFPA087_305MM_45_1910_AP_TOULON,15000,3.3746902696679237
PZPA054_127MM_AP_MK_X,5000,3.3693727285751818
